"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","4233.68248"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","4329.032909"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","4372.382064"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","4351.848378"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","4683.133143"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","4869.442344"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","5124.012807"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","5537.302895"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","5764.614958"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","6280.810407"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","7280.347545"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","7483.593716"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Denní léčebná péče","HC12","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","7799.41501"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2010","2010","70371.92136"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2011","2011","71610.00069"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2012","2012","72140.33881"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2013","2013","73128.16699"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2014","2014","78405.24181"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2015","2015","81389.26252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2016","2016","85593.1721"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2017","2017","89957.15381"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2018","2018","96604.21769"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2019","2019","106948.2137"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2020","2020","117136.1832"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2021","2021","130509.5646"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Celkem","0","","","Česko","CZ","2022","2022","153069.3051"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","59415.85296"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","60686.19414"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","61269.12343"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","60969.53645"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","65589.00658"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","68257.45513"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","71801.04061"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","75980.57867"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","81018.799"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","89718.7879"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","103131.7205"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","110321.9515"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","126681.92"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2010","2010","8.434485519"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2011","2011","13.91421484"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2012","2012","11.93108774"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2013","2013","15.27447632"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2014","2014","14.11689436"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2015","2015","80.78971642"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Soukromé zdroje","HF2","","","Česko","CZ","2016","2016","104.9738899"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","10947.63392"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","10909.89233"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","10859.2843"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","12143.35606"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","12802.11833"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","13051.01767"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","13687.1576"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","13976.57514"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","15585.41869"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","17229.42576"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","14004.46274"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","20187.61313"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","26387.3851"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","630.70327"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","577.0931964"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","558.11468"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","543.6401998"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","563.1847124"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","644.7093823"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","653.5558264"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","687.7008567"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","785.9155581"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","863.9227381"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","922.0325896"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","915.3456992"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","979.6305778"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","58785.14969"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","60109.10094"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","60711.00875"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","60425.89625"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","65025.82187"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","67612.74575"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","71147.48478"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","Ambulantní léčebná péče ","HC13","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","75292.87781"
